age_group,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,US_native,over_50k
35-44,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,F,F
55-64,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,T,F
15-24,Private,Some-college,Separated,Sales,Unmarried,White,Female,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,40,T,F
55-64,Private,Bachelors,Never-married,Sales,Unmarried,White,Female,40,F,F
45-54,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
15-24,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,T,F
15-24,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,45,T,F
25-34,Private,Some-college,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,40,T,F
25-34,Self-emp-not-inc,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,T,F
65+,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,T,F
35-44,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,F
25-34,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Female,50,T,T
35-44,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,T,T
55-64,Private,7th-8th,Never-married,Other-service,Not-in-family,White,Male,48,T,F
15-24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,48,T,F
15-24,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,70,T,F
45-54,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,50,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,F
25-34,Private,HS-grad,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,40,F,F
45-54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,T,T
35-44,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
35-44,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,50,T,T
35-44,Private,Bachelors,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,40,T,F
15-24,Private,9th,Divorced,Other-service,Own-child,White,Female,40,T,F
45-54,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,F,F
35-44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,T,T
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
15-24,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
45-54,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,45,T,T
65+,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,T,F
45-54,Self-emp-not-inc,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,60,T,T
45-54,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,F,F
45-54,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,47,T,F
45-54,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,45,T,F
25-34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,T,T
25-34,Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Female,40,F,F
35-44,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,56,T,F
55-64,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,48,T,F
15-24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,41,T,T
45-54,Private,Some-college,Separated,Sales,Other-relative,White,Female,55,T,F
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
45-54,Private,Bachelors,Divorced,Sales,Other-relative,Black,Male,40,T,F
35-44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,T
45-54,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,F
35-44,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,45,T,F
35-44,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,42,T,F
15-24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,50,T,F
55-64,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,T,F
25-34,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,56,T,F
35-44,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,T
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,F,T
25-34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
35-44,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,40,T,F
35-44,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,60,T,F
25-34,Private,12th,Never-married,Sales,Unmarried,Black,Female,40,T,F
15-24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,45,T,F
25-34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
65+,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,F,T
45-54,Local-gov,Some-college,Widowed,Prof-specialty,Unmarried,White,Male,40,T,F
25-34,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,T,F
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,T,F
15-24,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,40,F,F
35-44,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,T,F
45-54,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,T
55-64,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,T
55-64,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
35-44,Federal-gov,Bachelors,Divorced,Tech-support,Unmarried,Black,Female,40,T,F
25-34,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,T,F
35-44,Private,Assoc-acdm,Never-married,Prof-specialty,Unmarried,Black,Female,50,T,F
25-34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,T,F
35-44,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,T,T
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,T
15-24,Private,5th-6th,Never-married,Priv-house-serv,Not-in-family,White,Male,50,F,F
35-44,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,T
25-34,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,T,F
25-34,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,T
25-34,State-gov,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,T,F
25-34,Private,HS-grad,Never-married,Exec-managerial,Own-child,Black,Male,40,T,F
35-44,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,T,F
55-64,Private,HS-grad,Widowed,Craft-repair,Unmarried,White,Male,40,T,F
25-34,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
55-64,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,T,F
35-44,Self-emp-inc,Doctorate,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,F,T
25-34,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,65,T,F
35-44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,T,T
35-44,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,T,T
35-44,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
35-44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,T,F
35-44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
35-44,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,40,T,T
55-64,Private,7th-8th,Widowed,Farming-fishing,Not-in-family,Black,Male,40,T,F
55-64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,T,F
35-44,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,45,T,F
55-64,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,48,T,T
45-54,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,F,F
25-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,F
25-34,State-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
45-54,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,T,F
55-64,Federal-gov,7th-8th,Married-civ-spouse,Adm-clerical,Husband,White,Male,72,T,F
25-34,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,T,F
15-24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,T,F
35-44,Private,HS-grad,Divorced,Sales,Other-relative,White,Female,46,T,F
45-54,Self-emp-inc,11th,Never-married,Exec-managerial,Other-relative,White,Male,40,T,T
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,T,T
45-54,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,T,T
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,T,F
25-34,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,Black,Female,45,T,F
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,T,T
15-24,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,T,F
25-34,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,56,T,F
15-24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,55,T,F
45-54,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,40,T,F
15-24,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,T,F
25-34,Private,Bachelors,Never-married,Prof-specialty,Other-relative,White,Female,40,T,F
55-64,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
35-44,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,48,T,T
25-34,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Private,Some-college,Widowed,Other-service,Other-relative,Black,Female,45,F,F
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,F,T
15-24,Local-gov,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,T,F
55-64,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
35-44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,T,F
25-34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
25-34,Private,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
45-54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,T,T
35-44,Private,5th-6th,Separated,Other-service,Unmarried,White,Female,40,T,F
25-34,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,48,T,F
35-44,Private,Bachelors,Separated,Tech-support,Not-in-family,White,Male,40,T,F
65+,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,F,T
25-34,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,52,T,F
25-34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,75,F,T
25-34,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,T,F
45-54,State-gov,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,40,T,F
25-34,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,40,T,F
45-54,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
25-34,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
25-34,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,T,F
55-64,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
45-54,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,T,T
45-54,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,T,F
45-54,Private,11th,Widowed,Other-service,Unmarried,Black,Female,40,T,F
25-34,Private,Some-college,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,44,F,F
25-34,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,45,T,F
35-44,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,T,F
25-34,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,40,T,F
25-34,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,45,T,F
55-64,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
35-44,Private,HS-grad,Divorced,Tech-support,Own-child,White,Male,45,T,F
45-54,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
35-44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
55-64,Private,10th,Separated,Exec-managerial,Not-in-family,White,Male,55,T,F
25-34,Self-emp-inc,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,50,F,T
45-54,State-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,T,T
25-34,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,T,F
25-34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,50,T,F
25-34,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,T,F
65+,Private,9th,Married-civ-spouse,Craft-repair,Husband,Black,Male,44,T,F
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,40,T,T
25-34,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,70,T,F
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,T,F
35-44,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,T,F
25-34,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,49,T,F
45-54,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,T,F
15-24,Private,Some-college,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,T
25-34,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,T,F
45-54,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,T,F
15-24,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,T,F
15-24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,T,F
45-54,Self-emp-inc,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,50,T,F
25-34,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,99,T,F
45-54,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
35-44,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,T,T
25-34,Private,10th,Separated,Exec-managerial,Unmarried,White,Female,45,T,F
25-34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,T,F
65+,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40,T,F
65+,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
45-54,Private,Some-college,Married-spouse-absent,Transport-moving,Unmarried,White,Male,40,T,F
15-24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
55-64,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,T,F
45-54,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
25-34,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
15-24,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,T,F
55-64,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,F,F
35-44,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,T
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
45-54,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,T,T
25-34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,84,T,T
35-44,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,T,F
15-24,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,48,T,F
25-34,Private,Bachelors,Never-married,Exec-managerial,Own-child,Black,Male,50,T,F
45-54,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,T,F
15-24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,T,F
35-44,Local-gov,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,50,T,F
35-44,Private,Doctorate,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,T,T
55-64,Private,Masters,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,50,F,F
35-44,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,70,T,F
35-44,Local-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,40,T,T
25-34,Private,Bachelors,Never-married,Sales,Own-child,White,Male,40,T,F
35-44,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,T,F
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,52,T,T
15-24,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,T,F
35-44,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,50,T,F
25-34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45,T,F
15-24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,T,F
55-64,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,F,T
45-54,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,T,T
45-54,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,40,T,F
15-24,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Male,50,T,F
25-34,Private,Bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,F,F
25-34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,F,F
45-54,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,T,F
45-54,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
15-24,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Male,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
15-24,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,50,T,F
35-44,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Male,52,T,F
35-44,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,T,F
25-34,Private,9th,Never-married,Transport-moving,Other-relative,White,Male,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,T
35-44,Local-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,43,T,F
35-44,Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,40,T,T
25-34,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
65+,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,F,F
25-34,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,T,F
35-44,State-gov,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
25-34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,60,T,F
25-34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
45-54,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,T
35-44,Private,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,F,F
15-24,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,T,T
35-44,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,T,F
15-24,Private,10th,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
25-34,Private,5th-6th,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,40,F,F
45-54,Local-gov,Some-college,Divorced,Adm-clerical,Own-child,White,Male,43,T,T
35-44,Private,11th,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,T,F
35-44,Private,Some-college,Never-married,Tech-support,Own-child,Black,Female,40,T,F
35-44,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,T,T
45-54,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
15-24,Private,Some-college,Separated,Sales,Unmarried,White,Female,40,T,F
35-44,Self-emp-inc,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,50,T,F
35-44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
35-44,Private,Bachelors,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,60,T,F
15-24,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Private,Some-college,Separated,Prof-specialty,Unmarried,White,Female,40,T,F
15-24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
25-34,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,50,T,F
45-54,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,F,F
25-34,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
25-34,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,T,T
15-24,Private,Assoc-voc,Separated,Exec-managerial,Own-child,White,Female,40,T,F
25-34,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,T,F
45-54,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,84,T,F
25-34,Private,Bachelors,Married-spouse-absent,Sales,Not-in-family,White,Female,50,T,F
65+,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,T,T
25-34,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,T,F
25-34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,T,F
35-44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,T,F
25-34,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,45,T,F
35-44,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,T,T
35-44,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,T,F
15-24,Private,11th,Never-married,Handlers-cleaners,Own-child,Black,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,T,T
25-34,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,F,T
35-44,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,F,T
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Private,HS-grad,Married-spouse-absent,Tech-support,Own-child,Black,Male,40,T,F
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,F
25-34,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,T,F
35-44,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
